MJD;Magnitude;Error;Facility;Filter;Observer
59640.38811341021;19.970455606643505;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59640.572439999785;18.0;0.026302679918953815;Gaia Alerts;GSA(G);Gaia Alerts
59641.261037;18.326;0.115;ATLAS;ATLAS(o);ATLAS
59641.288413;18.927;0.221;ATLAS;ATLAS(o);ATLAS
59641.316494;19.62;0.581;ATLAS;ATLAS(o);ATLAS
59641.38435185002;17.909823608022343;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59641.38435185002;17.91359627718793;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59641.385428220034;17.917787947324776;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59641.385428220034;17.914775061765006;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59641.386724560056;19.752897836801463;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59641.386724560056;19.756103371009576;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59641.388148160186;19.568193460660208;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59641.388148160186;18.290085183187934;0.2245227758289912;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59642.19681;20.229;0.703;ATLAS;ATLAS(o);ATLAS
59644.38556715986;17.944608648948233;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59644.38556715986;17.937818757179592;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59644.38664352987;18.038616920206834;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59644.38664352987;16.879637923624493;0.28020178737371265;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59644.38793980982;20.035881604613536;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59644.38793980982;20.03267388576477;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59644.389374999795;19.562873367826782;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59644.389374999795;19.558499210677695;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59645.965791;19.139;0.259;ATLAS;ATLAS(o);ATLAS
59645.968522;19.532;0.438;ATLAS;ATLAS(o);ATLAS
59645.98398;18.994;0.249;ATLAS;ATLAS(o);ATLAS
59647.38690972002;18.384114191436716;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59647.38690972002;16.666578836149352;0.1967354740107941;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59647.387997659855;16.695766363686197;0.2019756471965139;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59647.387997659855;18.21143398914704;-1.0;CPCS;I(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59647.389282439835;20.0201022700696;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59647.389282439835;20.016585339058178;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59647.390706030186;19.890326201971664;-1.0;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59647.390706030186;18.211801241536328;0.17183068177978744;CPCS;V(GaiaSP);ROAD_FLI-KAF-16803, Przemek Mikolajczyk
59656.222531;19.156;0.437;ATLAS;ATLAS(o);ATLAS
59656.23254;19.031;0.388;ATLAS;ATLAS(o);ATLAS
59660.197687;18.947;0.306;ATLAS;ATLAS(o);ATLAS
59660.233095;19.355;0.499;ATLAS;ATLAS(o);ATLAS
59660.261367;19.321;0.352;ATLAS;ATLAS(o);ATLAS
59660.287313;20.032;0.832;ATLAS;ATLAS(o);ATLAS
59664.208493;19.095;0.307;ATLAS;ATLAS(o);ATLAS
59664.211646;18.767;0.203;ATLAS;ATLAS(o);ATLAS
59664.217068;18.465;0.173;ATLAS;ATLAS(o);ATLAS
59664.22926;18.694;0.193;ATLAS;ATLAS(o);ATLAS
59665.879071;19.961;0.295;ATLAS;ATLAS(c);ATLAS
59668.165132;18.907;0.213;ATLAS;ATLAS(o);ATLAS
59668.185602;19.535;0.499;ATLAS;ATLAS(o);ATLAS
59668.188896;20.24;0.795;ATLAS;ATLAS(o);ATLAS
59668.195449;18.631;0.134;ATLAS;ATLAS(o);ATLAS
59672.188456;18.175;0.108;ATLAS;ATLAS(o);ATLAS
59672.192491;18.745;0.214;ATLAS;ATLAS(o);ATLAS
59672.197474;18.966;0.272;ATLAS;ATLAS(o);ATLAS
59672.208805;18.682;0.179;ATLAS;ATLAS(o);ATLAS
59676.135597;19.711;0.317;ATLAS;ATLAS(o);ATLAS
59680.174386;18.721;0.17;ATLAS;ATLAS(o);ATLAS
59680.178025;18.699;0.208;ATLAS;ATLAS(o);ATLAS
59680.188968;18.617;0.174;ATLAS;ATLAS(o);ATLAS
59682.01194444019;16.72609413773103;0.18349001306495846;CPCS;I(GaiaSP);PROMPT5 & Apogee CCD, Staszek Zola
59685.990115699824;16.81425003817362;0.22231695484632674;CPCS;I(GaiaSP);PROMPT5 & Apogee CCD, Staszek Zola
59692.108089;19.151;0.351;ATLAS;ATLAS(o);ATLAS
59692.111303;18.635;0.187;ATLAS;ATLAS(o);ATLAS
59692.128933;18.884;0.19;ATLAS;ATLAS(o);ATLAS
59693.989699069876;16.41904026941874;-1.0;CPCS;I(GaiaSP);PROMPT5 & Apogee CCD, Staszek Zola
59693.989699069876;16.427439289507944;-1.0;CPCS;I(GaiaSP);PROMPT5 & Apogee CCD, Staszek Zola
59697.903576;19.478;0.415;ATLAS;ATLAS(o);ATLAS
59697.91196;19.315;0.32;ATLAS;ATLAS(o);ATLAS
59697.923024;18.718;0.159;ATLAS;ATLAS(o);ATLAS
59700.085726;19.417;0.378;ATLAS;ATLAS(o);ATLAS
59700.091769;20.198;0.736;ATLAS;ATLAS(o);ATLAS
59700.103511;20.337;0.743;ATLAS;ATLAS(o);ATLAS
59701.922004;18.905;0.205;ATLAS;ATLAS(o);ATLAS
59704.169174;18.933;0.25;ATLAS;ATLAS(o);ATLAS
59704.173465;18.951;0.232;ATLAS;ATLAS(o);ATLAS
59704.180064;18.842;0.205;ATLAS;ATLAS(o);ATLAS
59705.98824999994;18.09;0.027758756035343456;Gaia Alerts;GSA(G);Gaia Alerts
59706.062260000035;18.09;0.027758756035343456;Gaia Alerts;GSA(G);Gaia Alerts
59706.238410000224;18.11;0.028093121663317743;Gaia Alerts;GSA(G);Gaia Alerts
59708.087022;18.441;0.145;ATLAS;ATLAS(o);ATLAS
59708.09066;19.046;0.271;ATLAS;ATLAS(o);ATLAS
59708.096324;19.205;0.281;ATLAS;ATLAS(o);ATLAS
59708.107925;18.367;0.146;ATLAS;ATLAS(o);ATLAS
59712.123713;17.912;0.478;ATLAS;ATLAS(o);ATLAS
59725.870555;18.796;0.161;ATLAS;ATLAS(o);ATLAS
59725.880483;18.752;0.159;ATLAS;ATLAS(o);ATLAS
59737.766749;19.989;0.673;ATLAS;ATLAS(o);ATLAS
59737.784985;19.943;0.481;ATLAS;ATLAS(o);ATLAS
59749.795570000075;18.09;0.027758756035343456;Gaia Alerts;GSA(G);Gaia Alerts
59758.84198;19.714;0.249;ATLAS;ATLAS(c);ATLAS
59759.048008;19.281;0.182;ATLAS;ATLAS(c);ATLAS
59760.026407;19.703;0.285;ATLAS;ATLAS(c);ATLAS
59760.04714;20.621;0.635;ATLAS;ATLAS(c);ATLAS
59765.776792;20.434;0.864;ATLAS;ATLAS(o);ATLAS
59781.460080000106;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
59781.534090000205;18.12;0.028261811798101638;Gaia Alerts;GSA(G);Gaia Alerts
59809.699880000204;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
59809.773880000226;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
59809.77388999984;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
59815.992256;20.71;0.712;ATLAS;ATLAS(c);ATLAS
59849.15627000015;18.1;0.02792543841237342;Gaia Alerts;GSA(G);Gaia Alerts
59849.230279999785;18.1;0.02792543841237342;Gaia Alerts;GSA(G);Gaia Alerts
59865.482499999925;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
59906.92382000014;18.12;0.028261811798101638;Gaia Alerts;GSA(G);Gaia Alerts
59907.09997999994;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
59923.60201000003;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
59923.676030000206;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
59951.60823446;19.247564369108716;0.08844874942694038;CPCS;g(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.61145419022;19.288161661584965;0.08437511648251293;CPCS;g(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.61472612992;17.60005968532748;0.0204;LCOGT-SS-1m_4K;i(GaiaSP);Uliana Pylypenko
59951.61472612992;17.600974920593735;0.030776734776205416;CPCS;i(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.61793798022;17.607814310162915;0.0182;LCOGT-SS-1m_4K;i(GaiaSP);Uliana Pylypenko
59951.61793798022;17.60852085061109;0.028598287766995384;CPCS;i(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.62001413014;18.11616824507126;0.0404;LCOGT-SS-1m_4K;r(GaiaSP);Uliana Pylypenko
59951.69297384983;19.409326386048637;0.075569139116325;CPCS;g(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.69297384983;19.408532322817056;0.0597;LCOGT-SS-1m_4K;g(GaiaSP);Uliana Pylypenko
59951.69618678;19.270078149615408;0.06835916006914988;CPCS;g(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.69949143985;17.60920542294516;0.0122;LCOGT-SS-1m_4K;i(GaiaSP);Uliana Pylypenko
59951.69949143985;17.609922660514677;0.02273987226929378;CPCS;i(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.702703000046;17.576722081806835;0.024298544697413424;CPCS;i(GaiaSP);LCOGT-SS-1m_4K, Uliana Pylypenko
59951.702703000046;17.57598660273817;0.0138;LCOGT-SS-1m_4K;i(GaiaSP);Uliana Pylypenko
59951.70580727002;18.153350419802635;0.0189;LCOGT-SS-1m_4K;r(GaiaSP);Uliana Pylypenko
59951.70843558991;18.156947101460666;0.0195;LCOGT-SS-1m_4K;r(GaiaSP);Uliana Pylypenko
59960.56364999991;18.17;0.029120578615297037;Gaia Alerts;GSA(G);Gaia Alerts
59970.086018;19.973;0.395;ATLAS;ATLAS(c);ATLAS
59970.100892;20.147;0.391;ATLAS;ATLAS(c);ATLAS
59972.275902;19.931;0.551;ATLAS;ATLAS(o);ATLAS
59972.278155;19.68;0.397;ATLAS;ATLAS(o);ATLAS
59972.295447;19.644;0.421;ATLAS;ATLAS(o);ATLAS
59972.312815;19.232;0.231;ATLAS;ATLAS(o);ATLAS
59973.211920139845;19.319687349245562;0.0122;LCOGT-CTIO-1m_4K;g(GaiaSP);Uliana Pylypenko
59973.215116899926;19.304790551268454;0.0128;LCOGT-CTIO-1m_4K;g(GaiaSP);Uliana Pylypenko
59973.21842477983;17.591775772697428;0.0085;LCOGT-CTIO-1m_4K;i(GaiaSP);Uliana Pylypenko
59973.22162730992;17.59096025858997;0.0094;LCOGT-CTIO-1m_4K;i(GaiaSP);Uliana Pylypenko
59973.22458796017;18.167224824619396;0.0103;LCOGT-CTIO-1m_4K;r(GaiaSP);Uliana Pylypenko
59973.22720832983;18.15264006459552;0.0097;LCOGT-CTIO-1m_4K;r(GaiaSP);Uliana Pylypenko
59976.315796;19.491;0.372;ATLAS;ATLAS(o);ATLAS
59976.336029;17.871;0.087;ATLAS;ATLAS(o);ATLAS
59976.342272;18.592;0.18;ATLAS;ATLAS(o);ATLAS
59984.275254;19.243;0.404;ATLAS;ATLAS(o);ATLAS
59988.285232;19.455;0.379;ATLAS;ATLAS(o);ATLAS
59988.55365000013;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
59988.627650000155;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
59988.62766000023;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
59990.671516660135;19.28622305542622;0.0178;LCOGT-SS-1m_4K;g(GaiaSP);Uliana Pylypenko
59990.67426556023;19.3438793169289;0.0217;LCOGT-SS-1m_4K;g(GaiaSP);Uliana Pylypenko
59990.67719388008;17.552240828255652;0.0104;LCOGT-SS-1m_4K;i(GaiaSP);Uliana Pylypenko
59990.68017524015;17.54735828411045;0.0124;LCOGT-SS-1m_4K;i(GaiaSP);Uliana Pylypenko
59990.682915989775;18.18174070460719;0.0139;LCOGT-SS-1m_4K;r(GaiaSP);Uliana Pylypenko
59990.685307209846;18.166673802998055;0.0151;LCOGT-SS-1m_4K;r(GaiaSP);Uliana Pylypenko
60004.271985;19.571;0.246;ATLAS;ATLAS(c);ATLAS
60007.0217;18.987;0.271;ATLAS;ATLAS(o);ATLAS
60007.024893;19.174;0.395;ATLAS;ATLAS(o);ATLAS
60007.032225;19.107;0.303;ATLAS;ATLAS(o);ATLAS
60008.266464;19.104;0.33;ATLAS;ATLAS(o);ATLAS
60008.306675;19.165;0.298;ATLAS;ATLAS(o);ATLAS
60014.946387;19.979;0.634;ATLAS;ATLAS(o);ATLAS
60014.949587;18.968;0.304;ATLAS;ATLAS(o);ATLAS
60014.95523;19.598;0.501;ATLAS;ATLAS(o);ATLAS
60016.21387;20.003;0.719;ATLAS;ATLAS(o);ATLAS
60017.796930000186;18.12;0.028261811798101638;Gaia Alerts;GSA(G);Gaia Alerts
60017.87093999982;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
60017.870949999895;18.13;0.02843151486273759;Gaia Alerts;GSA(G);Gaia Alerts
60020.189192;19.682;0.489;ATLAS;ATLAS(o);ATLAS
60020.192845;18.485;0.145;ATLAS;ATLAS(o);ATLAS
60020.198276;19.211;0.329;ATLAS;ATLAS(o);ATLAS
60020.209128;18.357;0.124;ATLAS;ATLAS(o);ATLAS
60022.935917;20.812;0.717;ATLAS;ATLAS(c);ATLAS
60022.944709;19.731;0.216;ATLAS;ATLAS(c);ATLAS
60024.209381;19.095;0.253;ATLAS;ATLAS(o);ATLAS
60024.212559;19.525;0.418;ATLAS;ATLAS(o);ATLAS
60024.219773;19.795;0.496;ATLAS;ATLAS(o);ATLAS
60024.231104;19.593;0.54;ATLAS;ATLAS(o);ATLAS
60032.200175;18.065;0.096;ATLAS;ATLAS(o);ATLAS
60032.207209;18.304;0.123;ATLAS;ATLAS(o);ATLAS
60032.210947;18.54;0.131;ATLAS;ATLAS(o);ATLAS
60032.221288;19.302;0.313;ATLAS;ATLAS(o);ATLAS
60035.172857;19.459;0.402;ATLAS;ATLAS(o);ATLAS
60035.175666;20.249;0.805;ATLAS;ATLAS(o);ATLAS
60035.20804;18.702;0.243;ATLAS;ATLAS(o);ATLAS
60035.236603;18.837;0.221;ATLAS;ATLAS(o);ATLAS
60039.901425;20.206;0.936;ATLAS;ATLAS(o);ATLAS
60039.906515;19.087;0.328;ATLAS;ATLAS(o);ATLAS
60041.168999;19.011;0.357;ATLAS;ATLAS(o);ATLAS
60045.915849;18.919;0.242;ATLAS;ATLAS(o);ATLAS
60045.921078;19.01;0.259;ATLAS;ATLAS(o);ATLAS
60048.885709;18.779;0.176;ATLAS;ATLAS(o);ATLAS
60048.891408;19.253;0.257;ATLAS;ATLAS(o);ATLAS
60048.901533;20.497;0.97;ATLAS;ATLAS(o);ATLAS
60051.896822;19.054;0.24;ATLAS;ATLAS(o);ATLAS
60051.899692;18.525;0.148;ATLAS;ATLAS(o);ATLAS
60051.904991;19.459;0.349;ATLAS;ATLAS(o);ATLAS
60051.916294;20.042;0.675;ATLAS;ATLAS(o);ATLAS
60053.131612;20.49;0.642;ATLAS;ATLAS(c);ATLAS
60053.135285;20.4;0.549;ATLAS;ATLAS(c);ATLAS
60060.887126;20.404;0.881;ATLAS;ATLAS(o);ATLAS
60060.889958;19.588;0.443;ATLAS;ATLAS(o);ATLAS
60060.906319;19.566;0.418;ATLAS;ATLAS(o);ATLAS
60061.531680000015;18.12;0.028261811798101638;Gaia Alerts;GSA(G);Gaia Alerts
60061.60568000004;18.14;0.028602236939542832;Gaia Alerts;GSA(G);Gaia Alerts
60063.884595;20.156;0.638;ATLAS;ATLAS(o);ATLAS
60065.202216;18.945;0.209;ATLAS;ATLAS(o);ATLAS
60065.205038;19.216;0.31;ATLAS;ATLAS(o);ATLAS
60065.216881;19.363;0.361;ATLAS;ATLAS(o);ATLAS
60066.855556;19.534;0.493;ATLAS;ATLAS(o);ATLAS
60069.875847;17.028;0.184;ATLAS;ATLAS(o);ATLAS
60071.154273;18.73;0.326;ATLAS;ATLAS(o);ATLAS
60077.100096;18.698;0.208;ATLAS;ATLAS(o);ATLAS
60077.102924;19.235;0.385;ATLAS;ATLAS(o);ATLAS
60077.10797;18.953;0.283;ATLAS;ATLAS(o);ATLAS
60077.119016;18.541;0.174;ATLAS;ATLAS(o);ATLAS
60086.53647999978;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
60086.610489999875;18.14;0.028602236939542832;Gaia Alerts;GSA(G);Gaia Alerts
60087.834211;20.366;0.538;ATLAS;ATLAS(c);ATLAS
60089.092879;19.405;0.419;ATLAS;ATLAS(o);ATLAS
60089.120467;17.902;0.124;ATLAS;ATLAS(o);ATLAS
60089.152457;18.828;0.202;ATLAS;ATLAS(o);ATLAS
60090.829392;20.358;0.938;ATLAS;ATLAS(o);ATLAS
60090.832147;19.978;0.713;ATLAS;ATLAS(o);ATLAS
60105.809647;20.498;0.925;ATLAS;ATLAS(o);ATLAS
60105.814664;19.308;0.323;ATLAS;ATLAS(o);ATLAS
60107.04954;18.132;0.088;ATLAS;ATLAS(c);ATLAS
60107.067664;20.635;0.658;ATLAS;ATLAS(c);ATLAS
60117.781708;19.46;0.402;ATLAS;ATLAS(o);ATLAS
60117.798094;19.273;0.285;ATLAS;ATLAS(o);ATLAS
60126.754423;19.028;0.345;ATLAS;ATLAS(o);ATLAS
60126.779244;19.34;0.432;ATLAS;ATLAS(o);ATLAS
60127.26911000023;18.16;0.028946762641760344;Gaia Alerts;GSA(G);Gaia Alerts
60127.34310999978;18.14;0.028602236939542832;Gaia Alerts;GSA(G);Gaia Alerts
60138.762231;19.97;0.349;ATLAS;ATLAS(c);ATLAS
60147.739835;19.73;0.292;ATLAS;ATLAS(c);ATLAS
60147.743125;19.664;0.306;ATLAS;ATLAS(c);ATLAS
60147.748434;19.372;0.195;ATLAS;ATLAS(c);ATLAS
60147.7637;19.847;0.402;ATLAS;ATLAS(c);ATLAS
60155.001597;20.105;0.882;ATLAS;ATLAS(o);ATLAS
60155.016029;18.751;0.461;ATLAS;ATLAS(o);ATLAS
60155.021654;19.186;0.496;ATLAS;ATLAS(o);ATLAS
60160.82525000023;18.11;0.028093121663317743;Gaia Alerts;GSA(G);Gaia Alerts
60161.00139999995;18.16;0.028946762641760344;Gaia Alerts;GSA(G);Gaia Alerts
60161.005719;19.186;0.341;ATLAS;ATLAS(o);ATLAS
60161.016039;19.776;0.513;ATLAS;ATLAS(o);ATLAS
60161.030661;19.355;0.407;ATLAS;ATLAS(o);ATLAS
60165.749192;18.778;0.233;ATLAS;ATLAS(o);ATLAS
60165.770113;19.074;0.271;ATLAS;ATLAS(o);ATLAS
60165.774024;20.337;0.897;ATLAS;ATLAS(o);ATLAS
60226.76930999989;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
60226.945460000075;18.14;0.028602236939542832;Gaia Alerts;GSA(G);Gaia Alerts
60241.772429999895;18.17;0.029120578615297037;Gaia Alerts;GSA(G);Gaia Alerts
60282.891390000004;18.15;0.028773984147356668;Gaia Alerts;GSA(G);Gaia Alerts
60282.96541000018;18.16;0.028946762641760344;Gaia Alerts;GSA(G);Gaia Alerts
60301.39204999991;18.14;0.028602236939542832;Gaia Alerts;GSA(G);Gaia Alerts
60301.46604999993;18.14;0.028602236939542832;Gaia Alerts;GSA(G);Gaia Alerts
60316.344722;19.555;0.417;ATLAS;ATLAS(o);ATLAS
60324.266168;20.161;0.749;ATLAS;ATLAS(o);ATLAS
60334.096008;18.769;0.249;ATLAS;ATLAS(o);ATLAS
60342.006499;18.965;0.357;ATLAS;ATLAS(o);ATLAS
60346.071829;19.195;0.245;ATLAS;ATLAS(o);ATLAS
60346.108153;18.853;0.217;ATLAS;ATLAS(o);ATLAS
60346.115689;19.077;0.302;ATLAS;ATLAS(o);ATLAS
60348.282102;19.904;0.703;ATLAS;ATLAS(o);ATLAS
60348.324642;19.31;0.299;ATLAS;ATLAS(o);ATLAS
60348.35281;20.171;0.804;ATLAS;ATLAS(o);ATLAS
